sentence1,sentence2,score
我现在是因为自己抱负未展而不愿归去，我要归去时自然就归去了，故乡五湖的风景是没有人来和我争抢的。,不是不归归未得，五湖烟水正茫茫。,0.0
另有白色牡丹像玉盘承者冷露。,别有玉盘盛露冷,0.0
另有白色牡丹像玉盘承者冷露。,别有玉盘承露冷,1.0
另有白色牡丹像玉盘承者冷露。,承露玉杯和月冷,0.0
另有白色牡丹像玉盘承者冷露。,定有金盘承绛露,0.0
与君一同追想当初的快乐时光，令人心中感到万分凄然。,追怀此语一凄然,0.0
与君一同追想当初的快乐时光，令人心中感到万分凄然。,共瞻遗像一凄然,0.0
与君一同追想当初的快乐时光，令人心中感到万分凄然。,共君追想好凄然,1.0
与君一同追想当初的快乐时光，令人心中感到万分凄然。,思君一度一凄然,0.0
却反而憎恶柳絮比棉花还要白。,生憎柳絮白于绵,0.0
却反而憎恶柳絮比棉花还要白。,似絮生憎见柳梢,0.0
却反而憎恶柳絮比棉花还要白。,生憎柳絮如蝴蝶,0.0
却反而憎恶柳絮比棉花还要白。,生憎柳絮白于棉,1.0
往昔的金陵城多么壮观。,昔时英雄安在哉,0.0
往昔的金陵城多么壮观。,金台玉垒何雄哉,0.0
往昔的金陵城多么壮观。,苕上山川何壮哉,0.0
往昔的金陵城多么壮观。,金陵昔时何壮哉,1.0
也可驰骋于大漠。,广陌争驰骋,0.0
也可驰骋于大漠。,驰驱过大漠,0.0
也可驰骋于大漠。,驰骋大漠中,1.0
也可驰骋于大漠。,明朝驰绝漠,0.0
我虽有万死不辞的报国之志。,一死能明报国心,0.0
我虽有万死不辞的报国之志。,报国但知身有死,0.0
我虽有万死不辞的报国之志。,一身报国有万死,1.0
我虽有万死不辞的报国之志。,报国惭虽万死轻,0.0
它不需要被做成用来吹奏的笙箫。,不妨吹作凤凰鸣,0.0
它不需要被做成用来吹奏的笙箫。,不用裁为鸣凤管,1.0
它不需要被做成用来吹奏的笙箫。,会裁一管招鸣凤,0.0
它不需要被做成用来吹奏的笙箫。,谁裁紫凤双龙管,0.0
大江分为九个支流。,流分九江水,0.0
大江分为九个支流。,大江分九流,1.0
大江分为九个支流。,九江江九流,0.0
大江分为九个支流。,江分九派流,0.0
惆怅地看着台阶前的红牡丹。,惆怅尊前更惜春,0.0
惆怅地看着台阶前的红牡丹。,惆怅牡丹花下别,0.0
惆怅地看着台阶前的红牡丹。,马前惆怅满枝红,0.0
惆怅地看着台阶前的红牡丹。,惆怅阶前红牡丹,1.0
言辞严谨内容奥密难于理解。,勾稽严密不通宾,0.0
言辞严谨内容奥密难于理解。,正统辞严义不闻,0.0
言辞严谨内容奥密难于理解。,诵到君辞难释手,0.0
言辞严谨内容奥密难于理解。,辞严义密读难晓,1.0
新春的雨后放晴日。,今年春雨足,0.0
新春的雨后放晴日。,一宵春雨晴,0.0
新春的雨后放晴日。,今年雨复晴,0.0
新春的雨后放晴日。,新年春雨晴,1.0
彩虹倒映在水中，仿佛在饮溪水，路边的茅草也新长出了嫩芽。,垂虹疑饮双溪水，砌草新添一寸荑。,1.0
彩虹倒映在水中，仿佛在饮溪水，路边的茅草也新长出了嫩芽。,一溪春水彻云根，流出桃花片片新。,0.0
彩虹倒映在水中，仿佛在饮溪水，路边的茅草也新长出了嫩芽。,夜来新长水三尺，雨过横流春一溪。,0.0
彩虹倒映在水中，仿佛在饮溪水，路边的茅草也新长出了嫩芽。,笑看溪水明于玉，新水朝添一尺长。,0.0
他使敌人打开门户以我为处女。,谁家玉人当户窥,0.0
他使敌人打开门户以我为处女。,怪底人间老处女,0.0
他使敌人打开门户以我为处女。,敌人开户玩处女,1.0
他使敌人打开门户以我为处女。,道人开户相迎处,0.0
可叹立身正直动辄得咎，谄媚奔兢之徒，反据要津。,五口仍须谋口腹，两肩尚喜戴头颅。,0.0
可叹立身正直动辄得咎，谄媚奔兢之徒，反据要津。,开口摧颓空抱朴，协肩奔走尚腰金。,1.0
可叹立身正直动辄得咎，谄媚奔兢之徒，反据要津。,失性摧颓君子鹤，忘羞跳掷沐猴冠。,0.0
可叹立身正直动辄得咎，谄媚奔兢之徒，反据要津。,开口摧颓空抱璞，胁肩奔走尚腰金。,0.0
这里的江边，也有一棵梅花，渐趋吐蕊。,一株又见垂垂发,0.0
这里的江边，也有一棵梅花，渐趋吐蕊。,江边一树垂垂发,1.0
这里的江边，也有一棵梅花，渐趋吐蕊。,湖边老树垂垂白,0.0
这里的江边，也有一棵梅花，渐趋吐蕊。,江边一树正垂垂,0.0
院子里长着野生的谷子。,庭中生夏寒,0.0
院子里长着野生的谷子。,东风生旅馆,0.0
院子里长着野生的谷子。,中庭生旅谷,1.0
院子里长着野生的谷子。,界中生稆谷,0.0
神采飞扬，如身处青云之端一般令人景仰。,飘拂青云端,0.0
神采飞扬，如身处青云之端一般令人景仰。,挥手青云端,0.0
神采飞扬，如身处青云之端一般令人景仰。,顾景在云端,0.0
神采飞扬，如身处青云之端一般令人景仰。,顾盼青云端,1.0
钓鱼人垂竿在北涧。,槎根插钓竿,0.0
钓鱼人垂竿在北涧。,昔把钓竿垂,0.0
钓鱼人垂竿在北涧。,钓竿垂北涧,1.0
钓鱼人垂竿在北涧。,垂钓山之北,0.0
如今在异乡宣城，又看到盛开的杜鹃花。,宣城还见杜鹃花,1.0
如今在异乡宣城，又看到盛开的杜鹃花。,抬头时见杜鹃花,0.0
如今在异乡宣城，又看到盛开的杜鹃花。,鹤林重发杜鹃花,0.0
如今在异乡宣城，又看到盛开的杜鹃花。,人情犹有杜鹃花,0.0
君王在宫中按剑，神情肃穆了解边情，敌军的命星已坠落下胡疆上空。,戎王胆落天山外，鼠首穹庐望羽旄。,0.0
君王在宫中按剑，神情肃穆了解边情，敌军的命星已坠落下胡疆上空。,山后干戈震朔州，君王按剑到边头。,0.0
君王在宫中按剑，神情肃穆了解边情，敌军的命星已坠落下胡疆上空。,君王按剑望边色，旄头已落胡天空。,1.0
君王在宫中按剑，神情肃穆了解边情，敌军的命星已坠落下胡疆上空。,胡沙望尽汉宫远，月落天山闻一声。,0.0
还有什么办法呢。,诗情聊自遣,0.0
还有什么办法呢。,清吟聊自遣,0.0
还有什么办法呢。,吟诗聊自遣,0.0
还有什么办法呢。,沉饮聊自遣,1.0
漫漫长夜中泛流着琴瑟的清音。,遥闻清夜弹,0.0
漫漫长夜中泛流着琴瑟的清音。,遥夜极清凄,0.0
漫漫长夜中泛流着琴瑟的清音。,清瑟泛遥夜,0.0
漫漫长夜中泛流着琴瑟的清音。,遥夜泛清瑟,1.0
投向濯锦江中流与晚霞相比美。,将向中流匹晚霞,1.0
投向濯锦江中流与晚霞相比美。,且向中流看织荭,0.0
投向濯锦江中流与晚霞相比美。,拟向江头看晚霞,0.0
投向濯锦江中流与晚霞相比美。,遥向朱明浣落霞,0.0
身体渐瘦衣带越来越要收紧。,带移频觉瘦,0.0
身体渐瘦衣带越来越要收紧。,身瘦带频减,1.0
身体渐瘦衣带越来越要收紧。,水减溪身瘦,0.0
身体渐瘦衣带越来越要收紧。,腰瘦带先知,0.0
将会万古长流不绝。,万古写不停,0.0
将会万古长流不绝。,万古消不尽,0.0
将会万古长流不绝。,万古去不极,0.0
将会万古长流不绝。,万古流不绝,1.0
纵目望去，黄河渐行渐远，好像奔流在缭绕的白云中间。,黄河远缀白云间,0.0
纵目望去，黄河渐行渐远，好像奔流在缭绕的白云中间。,黄河远上白云间,1.0
纵目望去，黄河渐行渐远，好像奔流在缭绕的白云中间。,一别黄河间白云,0.0
纵目望去，黄河渐行渐远，好像奔流在缭绕的白云中间。,黄华山接白云平,0.0
唐朝边境举烟火狼烟东北起尘土。,汉家烟尘在东北,1.0
唐朝边境举烟火狼烟东北起尘土。,汉家城阙蓟门东,0.0
唐朝边境举烟火狼烟东北起尘土。,人家犹在瀼东西,0.0
唐朝边境举烟火狼烟东北起尘土。,汉家西域有烽烟,0.0
细嫩的杂草夜来被烟雾湿染。,长烟湿未消,0.0
细嫩的杂草夜来被烟雾湿染。,草木蒙茸湿,0.0
细嫩的杂草夜来被烟雾湿染。,松露湿朝烟,0.0
细嫩的杂草夜来被烟雾湿染。,长茸湿夜烟,1.0
思绪纷纷如江上的飘雪。,江上雪纷纷,0.0
思绪纷纷如江上的飘雪。,纷纷江上雪,1.0
思绪纷纷如江上的飘雪。,纷纷带雪过,0.0
思绪纷纷如江上的飘雪。,纷纷海上山,0.0
知道你远道而来定会有所打算。,愧子远来端有意,0.0
知道你远道而来定会有所打算。,知子远来应有意,0.0
知道你远道而来定会有所打算。,料得此来应有意,0.0
知道你远道而来定会有所打算。,知汝远来应有意,1.0
须臾之间，已是鹤发蓬乱，雪白如丝了。,只添须发白如丝,0.0
须臾之间，已是鹤发蓬乱，雪白如丝了。,须臾鹤发乱如丝,1.0
须臾之间，已是鹤发蓬乱，雪白如丝了。,𩭫鬙须发乃如此,0.0
须臾之间，已是鹤发蓬乱，雪白如丝了。,须臾白发乱如丝,0.0
即使身处万花丛中，我也懒于回头一望。,取次看花到牡丹,0.0
即使身处万花丛中，我也懒于回头一望。,莫为寻芳取次回,0.0
即使身处万花丛中，我也懒于回头一望。,小立花丛一回顾,0.0
即使身处万花丛中，我也懒于回头一望。,取次花丛懒回顾,1.0
两岸青山对峙美景难分高下。,两岸青山伍相庙,0.0
两岸青山对峙美景难分高下。,两岸青山向峡开,0.0
两岸青山对峙美景难分高下。,两岸青山一水明,0.0
两岸青山对峙美景难分高下。,两岸青山相对出,1.0
这肉身还能坚持多久？,敢计此身宁,0.0
这肉身还能坚持多久？,此身宁久全,1.0
这肉身还能坚持多久？,此身难久住,0.0
这肉身还能坚持多久？,吾身岂久身,0.0
欲托鸿雁传书，它却飞不过衡阳。,一雁能传寄远书,0.0
欲托鸿雁传书，它却飞不过衡阳。,青雁传书不肯开,0.0
欲托鸿雁传书，它却飞不过衡阳。,寄雁传书谢不能,1.0
欲托鸿雁传书，它却飞不过衡阳。,雁回郎不寄书来,0.0
怎么能够忍受如此愁苦的夜晚。,那堪向九秋,0.0
怎么能够忍受如此愁苦的夜晚。,那堪终日愁,0.0
怎么能够忍受如此愁苦的夜晚。,那堪向秋夕,0.0
怎么能够忍受如此愁苦的夜晚。,那堪向愁夕,1.0
这怪物，又向大官邸宅啄个不停。,瓦室人家茅屋边,0.0
这怪物，又向大官邸宅啄个不停。,人家屋角惊厖吠,0.0
这怪物，又向大官邸宅啄个不停。,又向人家啄大屋,1.0
这怪物，又向大官邸宅啄个不停。,人家屋头啼竹鸡,0.0
头发花白的老农久久站立在麦场的高处，盼望着乌云散去、太阳重现。,白头老子面如鬼，倚杖开门见彗星。,0.0
头发花白的老农久久站立在麦场的高处，盼望着乌云散去、太阳重现。,应想白袍如鹄立，几年门下望衡平。,0.0
头发花白的老农久久站立在麦场的高处，盼望着乌云散去、太阳重现。,白发野人瞻气象，五云高处泰阶平。,0.0
头发花白的老农久久站立在麦场的高处，盼望着乌云散去、太阳重现。,白发老农如鹤立，麦场高处望云开。,1.0
这是战士们在庆祝战争的胜利。,刀开明月环,1.0
这是战士们在庆祝战争的胜利。,明月照刀环,0.0
这是战士们在庆祝战争的胜利。,刀头明月在,0.0
这是战士们在庆祝战争的胜利。,明月在刀环,0.0
怅望千秋往事洒下同情泪水。,怅望天涯一洒泪,0.0
怅望千秋往事洒下同情泪水。,怅望千秋一洒泪,1.0
怅望千秋往事洒下同情泪水。,怅望旌旗洒泪多,0.0
怅望千秋往事洒下同情泪水。,怅望千秋洒泪中,0.0
好像听到饥民受冻不绝声。,耳畔蛙声不忍闻,0.0
好像听到饥民受冻不绝声。,梦里如闻弦上声,0.0
好像听到饥民受冻不绝声。,耳里如闻饥冻声,1.0
好像听到饥民受冻不绝声。,万里如闻草木声,0.0
不由得低头沉思，想起远方的家乡。,眉头忆故乡,0.0
不由得低头沉思，想起远方的家乡。,凄然思故乡,0.0
不由得低头沉思，想起远方的家乡。,楼头望故乡,0.0
不由得低头沉思，想起远方的家乡。,低头思故乡,1.0
客居万里之外常思回归故里。,未能栗里归元亮,0.0
客居万里之外常思回归故里。,万里忆归元亮井,1.0
客居万里之外常思回归故里。,千年永宅归元亮,0.0
客居万里之外常思回归故里。,万里渥洼归未得,0.0
又怎么会害怕被厚厚的积雪所深深埋藏呢！,不奈雪埋照,0.0
又怎么会害怕被厚厚的积雪所深深埋藏呢！,雪埋深易见,0.0
又怎么会害怕被厚厚的积雪所深深埋藏呢！,残雪不藏梅,0.0
又怎么会害怕被厚厚的积雪所深深埋藏呢！,不怕雪埋藏,1.0
骨架散乱收拾难。,乱端不可匿,0.0
骨架散乱收拾难。,沉绵不复支,0.0
骨架散乱收拾难。,弃置不复怀,0.0
骨架散乱收拾难。,散乱不复支,1.0
年老病多也应该休官了。,应催老病成,0.0
年老病多也应该休官了。,官因老欲休,0.0
年老病多也应该休官了。,官应老病休,1.0
年老病多也应该休官了。,官知老病休,0.0
豪门大家的气派十足。,溪山兴颇浓,0.0
豪门大家的气派十足。,豪家意颇浓,1.0
豪门大家的气派十足。,提撕意颇浓,0.0
豪门大家的气派十足。,闲居兴颇浓,0.0
你行文如飞何其洒落。,英风何磊落,0.0
你行文如飞何其洒落。,墨文何错落,0.0
你行文如飞何其洒落。,飞文何洒落,1.0
你行文如飞何其洒落。,孤亭何洒落,0.0
锋利的刀斧就把它们追寻。,来往斗相迎,0.0
锋利的刀斧就把它们追寻。,斤斧重相寻,0.0
锋利的刀斧就把它们追寻。,开径自相寻,0.0
锋利的刀斧就把它们追寻。,齐斧来相寻,1.0
飘扬的旌旗轻拂着柳枝，枝头还沾带着夜来的清露。,拖得春旗露未干,0.0
飘扬的旌旗轻拂着柳枝，枝头还沾带着夜来的清露。,柳拂旌旗露未干,1.0
飘扬的旌旗轻拂着柳枝，枝头还沾带着夜来的清露。,暮雨旌旗湿未干,0.0
飘扬的旌旗轻拂着柳枝，枝头还沾带着夜来的清露。,隋堤杨柳拂旌旗,0.0
春星灿烂，夜空犹如透明的屏幕，映带出草堂剪影。,晨星带草堂,0.0
春星灿烂，夜空犹如透明的屏幕，映带出草堂剪影。,春云护草堂,0.0
春星灿烂，夜空犹如透明的屏幕，映带出草堂剪影。,渚草带春星,0.0
春星灿烂，夜空犹如透明的屏幕，映带出草堂剪影。,春星带草堂,1.0
突然间仙人消失。,白鹤忽不见,0.0
突然间仙人消失。,河影忽不见,0.0
突然间仙人消失。,行云忽不见,0.0
突然间仙人消失。,去影忽不见,1.0
秋风中跨战马纵横驰骋， 收复了大散关捷报频传。,铁马秋风大散关,1.0
秋风中跨战马纵横驰骋， 收复了大散关捷报频传。,秋风匹马入榆关,0.0
秋风中跨战马纵横驰骋， 收复了大散关捷报频传。,秋风骏马大梁城,0.0
秋风中跨战马纵横驰骋， 收复了大散关捷报频传。,匹马秋风大散关,0.0
当年的吴国宫廷院闱现在已经变得冷冷清清。,莫道秦宫今冷落,0.0
当年的吴国宫廷院闱现在已经变得冷冷清清。,吴苑离宫遍草莱,0.0
当年的吴国宫廷院闱现在已经变得冷冷清清。,吴王宫殿冷栖鸦,0.0
当年的吴国宫廷院闱现在已经变得冷冷清清。,吴苑宫闱今冷落,1.0
可暗暗让其归顺大道而不自知。,大道原无住,0.0
可暗暗让其归顺大道而不自知。,大道不归山,0.0
可暗暗让其归顺大道而不自知。,大道可暗归,1.0
可暗暗让其归顺大道而不自知。,冥心归大道,0.0
汤帝容不下陈后主的爱妃张丽华，把她处死了。,丽华妖血流难尽,0.0
汤帝容不下陈后主的爱妃张丽华，把她处死了。,炀帝难留张丽华,1.0
汤帝容不下陈后主的爱妃张丽华，把她处死了。,不见佳人张丽华,0.0
汤帝容不下陈后主的爱妃张丽华，把她处死了。,青溪不见丽华留,0.0
